CustomerID,Recency,Frequency,Monetary,Cluster,ClusterName
12408.0,98,5,2888.55,0,Churn User
12409.0,78,3,11072.67,0,Churn User
12410.0,308,2,693.3299999999999,0,Churn User
12412.0,74,3,1226.88,0,Churn User
12413.0,235,3,758.1,0,Churn User
12414.0,216,3,562.41,0,Churn User
12415.0,98,21,124914.53,2,Regular User
12417.0,126,9,3649.1,0,Churn User
12418.0,112,1,668.58,0,Churn User
12420.0,63,1,600.39,0,Churn User
12421.0,114,4,807.04,0,Churn User
12422.0,95,3,803.5600000000001,0,Churn User
12423.0,100,8,1859.31,0,Churn User
12424.0,162,2,1760.96,0,Churn User
12425.0,77,1,777.2,0,Churn User
12426.0,194,1,582.73,0,Churn User
12427.0,371,3,825.8,0,Churn User
12428.0,119,9,7956.46,0,Churn User
12429.0,172,4,3750.4,0,Churn User
12430.0,42,1,256.4,0,Churn User
12431.0,118,15,6419.95,0,Churn User
12432.0,169,5,5059.32,0,Churn User
12433.0,90,7,13375.87,0,Churn User
12434.0,84,2,806.14,0,Churn User
12435.0,79,2,7829.89,0,Churn User
12436.0,99,1,509.01,0,Churn User
12437.0,77,18,4951.41,0,Churn User
12438.0,139,2,2906.85,0,Churn User
12441.0,366,1,173.55,0,Churn User
12442.0,2,1,172.06,0,Churn User
12444.0,85,5,5005.46,0,Churn User
12445.0,21,1,133.4,0,Churn User
12446.0,57,1,1002.3100000000001,0,Churn User
12447.0,242,1,476.49,0,Churn User
12448.0,43,1,449.45,0,Churn User
12449.0,91,4,4067.29,0,Churn User
12450.0,155,2,197.88,0,Churn User
12451.0,217,5,9035.52,0,Churn User
12452.0,16,2,430.57,0,Churn User
12453.0,133,1,707.09,0,Churn User
12454.0,55,1,3528.34,0,Churn User
12455.0,72,6,2466.86,0,Churn User
12456.0,130,3,3181.04,0,Churn User
12457.0,81,7,2363.23,0,Churn User
12458.0,70,2,947.4,0,Churn User
12461.0,93,2,826.88,0,Churn User
12462.0,302,2,1189.59,0,Churn User
12463.0,174,4,1344.78,0,Churn User
12464.0,105,8,1212.05,0,Churn User
12465.0,168,2,742.1899999999999,0,Churn User
12468.0,187,2,729.5400000000001,0,Churn User
12471.0,77,30,19788.65,0,Churn User
12472.0,138,7,6572.11,0,Churn User
12473.0,114,5,3928.0499999999997,0,Churn User
12474.0,98,18,7324.09,0,Churn User
12475.0,53,1,723.38,0,Churn User
12476.0,84,11,6816.42,0,Churn User
12477.0,100,6,13219.74,0,Churn User
12478.0,3,1,680.99,0,Churn User
12479.0,10,1,527.2,0,Churn User
12480.0,142,4,3281.63,0,Churn User
12481.0,179,10,5579.82,0,Churn User
12483.0,98,8,2484.98,0,Churn User
12484.0,100,6,4527.32,0,Churn User
12488.0,75,3,1298.66,0,Churn User
12489.0,335,1,334.93,0,Churn User
12490.0,92,10,5417.93,0,Churn User
12491.0,38,1,460.40000000000003,0,Churn User
12492.0,104,2,263.21000000000004,0,Churn User
12493.0,165,2,433.74,0,Churn User
12494.0,161,7,1246.1000000000001,0,Churn User
12497.0,81,1,1043.1,0,Churn User
12498.0,20,3,403.70000000000005,0,Churn User
12500.0,106,11,4257.82,0,Churn User
12501.0,336,1,2169.39,0,Churn User
12502.0,95,5,3723.87,0,Churn User
12504.0,29,2,482.04999999999995,0,Churn User
12506.0,232,1,73.5,0,Churn User
12507.0,155,3,1304.81,0,Churn User
12508.0,25,2,397.88,0,Churn User
12509.0,283,1,176.5,0,Churn User
12510.0,142,2,982.5699999999999,0,Churn User
12512.0,65,2,132.18,0,Churn User
12513.0,112,1,612.29,0,Churn User
12514.0,266,1,1017.68,0,Churn User
12515.0,352,1,383.7,0,Churn User
12516.0,77,2,1312.06,0,Churn User
12517.0,73,5,2481.6,0,Churn User
12518.0,76,5,2056.89,0,Churn User
12519.0,63,1,330.84,0,Churn User
12520.0,78,5,2634.26,0,Churn User
12521.0,142,1,599.68,0,Churn User
12522.0,38,2,192.72,0,Churn User
12523.0,78,11,1789.77,0,Churn User
12524.0,161,8,4485.72,0,Churn User
12526.0,93,3,1316.66,0,Churn User
12527.0,81,3,348.71000000000004,0,Churn User
12528.0,114,6,1933.48,0,Churn User
12530.0,123,4,1662.28,0,Churn User
12531.0,14,1,125.22,0,Churn User
12532.0,29,1,349.83000000000004,0,Churn User
12534.0,130,1,1089.18,0,Churn User
12535.0,91,2,716.35,0,Churn User
12536.0,42,3,12601.830000000002,0,Churn User
12538.0,28,1,363.95,0,Churn User
12539.0,261,4,5568.35,0,Churn User
12540.0,91,17,13400.24,0,Churn User
12541.0,172,3,981.18,0,Churn User
12544.0,35,1,372.7,0,Churn User
12545.0,74,2,1000.39,0,Churn User
12546.0,77,2,1161.5,0,Churn User
12547.0,197,2,207.79999999999998,0,Churn User
12548.0,165,1,95.19999999999999,0,Churn User
12550.0,78,1,964.83,0,Churn User
12551.0,357,1,168.0,0,Churn User
12552.0,38,2,437.82,0,Churn User
12553.0,109,10,3692.28,0,Churn User
12556.0,150,2,599.56,0,Churn User
12557.0,157,5,11990.960000000001,0,Churn User
12558.0,7,1,269.96,0,Churn User
12559.0,310,2,561.71,0,Churn User
12560.0,111,3,2134.01,0,Churn User
12561.0,302,1,238.85,0,Churn User
12562.0,81,7,3781.7400000000002,0,Churn User
12564.0,260,1,456.9,0,Churn User
12565.0,288,1,145.92,0,Churn User
12566.0,85,1,351.65,0,Churn User
12567.0,95,10,9401.28,0,Churn User
12569.0,91,32,4124.69,0,Churn User
12571.0,121,2,519.61,0,Churn User
12572.0,8,2,1020.42,0,Churn User
12573.0,226,1,160.54000000000002,0,Churn User
12574.0,315,1,218.45,0,Churn User
12576.0,95,5,1315.83,0,Churn User
12577.0,358,3,626.6,0,Churn User
12578.0,20,2,2794.51,0,Churn User
12579.0,77,1,440.42,0,Churn User
12580.0,246,1,415.7,0,Churn User
12581.0,39,1,197.71,0,Churn User
12582.0,238,2,511.36,0,Churn User
12583.0,69,15,7281.38,0,Churn User
12584.0,79,9,2338.15,0,Churn User
12585.0,233,2,2040.1,0,Churn User
12586.0,16,1,196.94000000000003,0,Churn User
12587.0,7,1,144.0,0,Churn User
12588.0,38,1,214.89999999999998,0,Churn User
12589.0,144,2,646.68,0,Churn User
12590.0,210,2,9864.26,0,Churn User
12591.0,316,1,452.84999999999997,0,Churn User
12592.0,91,2,437.6,0,Churn User
12593.0,108,3,418.09999999999997,0,Churn User
12594.0,120,10,3338.2200000000003,0,Churn User
12596.0,241,2,618.27,0,Churn User
12597.0,182,4,3811.22,0,Churn User
12598.0,70,8,3023.08,0,Churn User
12599.0,126,7,1032.58,0,Churn User
12600.0,83,10,2599.04,0,Churn User
12601.0,189,5,577.0600000000001,0,Churn User
12602.0,58,1,153.12,0,Churn User
12603.0,21,1,739.1999999999999,0,Churn User
12604.0,78,2,254.18,0,Churn User
12607.0,59,1,1579.51,0,Churn User
12609.0,77,3,1126.85,0,Churn User
12610.0,125,5,2099.54,0,Churn User
12611.0,51,1,1193.32,0,Churn User
12612.0,73,1,704.0400000000001,0,Churn User
12613.0,197,5,3344.38,0,Churn User
12614.0,277,1,315.6,0,Churn User
12615.0,71,4,2291.19,0,Churn User
12616.0,94,2,713.3,0,Churn User
12617.0,28,1,352.98,0,Churn User
12618.0,21,1,177.31,0,Churn User
12619.0,77,9,3641.24,0,Churn User
12620.0,80,3,1339.41,0,Churn User
12621.0,80,20,13689.67,0,Churn User
12622.0,231,1,180.1,0,Churn User
12623.0,275,1,305.1,0,Churn User
12624.0,105,2,641.13,0,Churn User
12625.0,211,2,2683.82,0,Churn User
12626.0,126,9,6620.48,0,Churn User
12627.0,95,7,4478.53,0,Churn User
12628.0,3,3,786.46,0,Churn User
12630.0,9,2,1270.88,0,Churn User
12631.0,56,1,640.5,0,Churn User
12633.0,129,4,2163.98,0,Churn User
12635.0,89,2,1689.18,0,Churn User
12637.0,91,8,6002.9,0,Churn User
12638.0,32,1,671.69,0,Churn User
12639.0,238,1,486.1,0,Churn User
12640.0,81,3,1174.58,0,Churn User
12641.0,114,1,185.9,0,Churn User
12642.0,107,3,1013.26,0,Churn User
12643.0,127,6,3344.64,0,Churn User
12644.0,129,1,477.91,0,Churn User
12645.0,109,4,1775.18,0,Churn User
12646.0,4,2,1346.97,0,Churn User
12647.0,77,12,3722.82,0,Churn User
12648.0,154,1,318.05,0,Churn User
12649.0,106,3,623.51,0,Churn User
12650.0,2,1,314.44,0,Churn User
12651.0,334,1,114.0,0,Churn User
12652.0,330,1,919.98,0,Churn User
12653.0,148,2,2209.85,0,Churn User
12654.0,197,5,601.98,0,Churn User
12656.0,72,5,4051.17,0,Churn User
12657.0,78,4,1643.18,0,Churn User
12658.0,18,1,686.05,0,Churn User
12659.0,29,1,91.68,0,Churn User
12660.0,10,1,245.1,0,Churn User
12662.0,106,11,3849.78,0,Churn User
12664.0,86,9,4881.88,0,Churn User
12665.0,324,1,63.0,0,Churn User
12667.0,57,1,620.13,0,Churn User
12668.0,258,4,3807.15,0,Churn User
12669.0,150,3,2744.0299999999997,0,Churn User
12670.0,98,5,2996.05,0,Churn User
12672.0,329,1,225.89999999999998,0,Churn User
12673.0,4,2,610.52,0,Churn User
12674.0,91,4,1970.6,0,Churn User
12676.0,70,6,1331.39,0,Churn User
12678.0,78,12,17628.46,0,Churn User
12679.0,87,4,1113.02,0,Churn User
12680.0,72,4,862.81,0,Churn User
12681.0,77,22,13787.54,0,Churn User
12682.0,81,31,12279.82,0,Churn User
12683.0,92,15,8476.57,0,Churn User
12684.0,170,7,2283.63,0,Churn User
12685.0,92,6,2863.08,0,Churn User
12686.0,371,1,89.14,0,Churn User
12688.0,113,1,4873.8099999999995,0,Churn User
12689.0,127,2,1247.61,0,Churn User
12690.0,205,1,389.01,0,Churn User
12691.0,144,6,1035.8,0,Churn User
12693.0,126,4,855.91,0,Churn User
12694.0,69,2,869.67,0,Churn User
12695.0,106,4,582.1,0,Churn User
12697.0,130,3,957.59,0,Churn User
12700.0,155,4,4939.99,0,Churn User
12701.0,79,2,797.71,0,Churn User
12702.0,19,1,219.0,0,Churn User
12703.0,70,1,283.55,0,Churn User
12704.0,77,8,2340.84,0,Churn User
12705.0,76,9,6868.29,0,Churn User
12707.0,291,1,603.42,0,Churn User
12708.0,71,10,2712.91,0,Churn User
12709.0,95,15,9706.52,0,Churn User
12710.0,96,3,1149.02,0,Churn User
12712.0,106,13,4396.13,0,Churn User
12713.0,0,1,848.55,0,Churn User
12714.0,106,5,4708.86,0,Churn User
12715.0,105,1,343.36,0,Churn User
12716.0,132,2,1053.49,0,Churn User
12717.0,150,2,1030.98,0,Churn User
12718.0,70,1,238.25,0,Churn User
12719.0,4,2,644.95,0,Churn User
12720.0,93,25,5781.73,0,Churn User
12721.0,79,6,2656.13,0,Churn User
12722.0,84,4,997.63,0,Churn User
12723.0,3,5,725.07,0,Churn User
12724.0,81,4,1031.41,0,Churn User
12725.0,370,1,427.8,0,Churn User
12726.0,85,7,2609.1,0,Churn User
12727.0,94,7,3980.7,0,Churn User
12728.0,70,4,836.33,0,Churn User
12729.0,113,1,453.01,0,Churn User
12731.0,70,12,18895.91,0,Churn User
12732.0,179,1,236.26000000000002,0,Churn User
12733.0,233,1,383.95,0,Churn User
12734.0,352,1,110.39999999999999,0,Churn User
12735.0,336,2,779.5699999999999,0,Churn User
12736.0,332,1,234.0,0,Churn User
12738.0,371,1,155.35,0,Churn User
12739.0,77,2,1013.04,0,Churn User
12740.0,63,1,427.6,0,Churn User
12743.0,133,2,540.13,0,Churn User
12744.0,144,7,21279.29,0,Churn User
12747.0,109,11,4196.01,0,Churn User
12748.0,90,209,33053.19,0,Churn User
12749.0,130,5,4090.88,0,Churn User
12750.0,128,1,275.88,0,Churn User
12752.0,80,1,4366.78,0,Churn User
12753.0,135,6,21429.39,0,Churn User
12754.0,235,3,3010.74,0,Churn User
12755.0,280,2,3811.95,0,Churn User
12756.0,86,1,112.07999999999998,0,Churn User
12757.0,142,13,7834.650000000001,0,Churn User
12758.0,116,2,2791.59,0,Churn User
12759.0,171,3,1531.44,0,Churn User
12762.0,7,2,1898.52,0,Churn User
12763.0,137,2,494.08,0,Churn User
12764.0,316,1,1693.88,0,Churn User
12766.0,148,7,6989.63,0,Churn User
12769.0,238,1,1143.6,0,Churn User
12770.0,210,1,1351.45,0,Churn User
12772.0,59,1,892.47,0,Churn User
12775.0,189,5,1386.04,0,Churn User
12778.0,182,6,822.23,0,Churn User
12779.0,189,8,3981.36,0,Churn User
12781.0,284,2,826.74,0,Churn User
12782.0,149,5,2330.92,0,Churn User
12783.0,74,6,2225.91,0,Churn User
12784.0,8,2,532.8199999999999,0,Churn User
12785.0,363,1,311.95,0,Churn User
12787.0,91,3,463.66,0,Churn User
12789.0,64,1,91.85,0,Churn User
12790.0,191,1,324.92,0,Churn User
12791.0,373,1,192.60000000000002,0,Churn User
12792.0,256,1,400.53999999999996,0,Churn User
12793.0,370,2,545.48,0,Churn User
12794.0,98,2,860.41,0,Churn User
12795.0,18,1,430.48,0,Churn User
12797.0,365,1,254.03,0,Churn User
12798.0,170,3,6977.04,0,Churn User
12802.0,186,1,427.58,0,Churn User
12808.0,184,3,483.65000000000003,0,Churn User
12809.0,177,1,489.31,0,Churn User
12811.0,260,3,514.85,0,Churn User
12812.0,44,1,229.64000000000001,0,Churn User
12814.0,101,1,125.92,0,Churn User
12815.0,147,2,1063.46,0,Churn User
12816.0,95,2,572.2,0,Churn User
12817.0,280,1,166.04,0,Churn User
12818.0,261,1,1542.08,0,Churn User
12820.0,74,4,942.34,0,Churn User
12821.0,213,1,92.72,0,Churn User
12822.0,70,2,948.88,0,Churn User
12823.0,74,5,1759.5,0,Churn User
12824.0,59,1,397.12,0,Churn User
12826.0,71,7,1474.72,0,Churn User
12827.0,5,3,430.15000000000003,0,Churn User
12828.0,98,6,1018.71,0,Churn User
12829.0,359,2,293.0,0,Churn User
12830.0,90,6,6814.64,0,Churn User
12831.0,261,1,215.05,0,Churn User
12832.0,97,2,383.03,0,Churn User
12833.0,144,1,417.38,0,Churn User
12834.0,282,1,312.38,0,Churn User
12836.0,136,4,2610.36,0,Churn User
12837.0,172,1,134.1,0,Churn User
12838.0,373,2,671.95,0,Churn User
12839.0,91,14,5591.42,0,Churn User
12840.0,143,4,2726.77,0,Churn User
12841.0,89,25,3991.58,0,Churn User
12842.0,69,2,1118.99,0,Churn User
12843.0,159,8,1702.26,0,Churn User
12844.0,129,2,325.96000000000004,0,Churn User
12845.0,266,4,354.09,0,Churn User
12847.0,21,1,843.64,0,Churn User
12849.0,268,2,1010.29,0,Churn User
12851.0,96,1,131.81,0,Churn User
12852.0,294,1,311.55,0,Churn User
12853.0,134,6,1957.1000000000001,0,Churn User
12854.0,78,3,1316.25,0,Churn User
12855.0,372,1,38.1,0,Churn User
12856.0,7,6,2170.78,0,Churn User
12857.0,210,2,1106.4,0,Churn User
12863.0,51,1,521.2,0,Churn User
12864.0,137,1,147.12,0,Churn User
12865.0,123,2,1568.23,0,Churn User
12866.0,282,1,559.12,0,Churn User
12867.0,95,7,4009.34,0,Churn User
12868.0,185,6,1607.0600000000002,0,Churn User
12871.0,83,2,380.64,0,Churn User
12872.0,364,2,599.97,0,Churn User
12873.0,281,1,374.0,0,Churn User
12875.0,142,2,343.2300000000001,0,Churn User
12876.0,195,2,2218.02,0,Churn User
12877.0,77,12,1535.77,0,Churn User
12878.0,235,2,854.99,0,Churn User
12879.0,91,3,573.22,0,Churn User
12881.0,275,1,298.0,0,Churn User
12882.0,33,2,1463.04,0,Churn User
12883.0,88,4,703.47,0,Churn User
12884.0,87,1,309.05,0,Churn User
12885.0,123,3,1175.22,0,Churn User
12886.0,219,2,1378.4,0,Churn User
12888.0,213,2,354.12,0,Churn User
12890.0,23,1,376.71999999999997,0,Churn User
12891.0,185,3,331.0,0,Churn User
12893.0,30,1,176.55,0,Churn User
12895.0,86,2,372.8,0,Churn User
12897.0,204,2,216.5,0,Churn User
12901.0,80,28,17654.54,0,Churn User
12902.0,264,1,138.68,0,Churn User
12904.0,171,2,496.06,0,Churn User
12906.0,77,5,2919.81,0,Churn User
12908.0,175,2,750.0,0,Churn User
12909.0,87,5,2163.82,0,Churn User
12910.0,77,8,3075.04,0,Churn User
12912.0,2,5,1662.3,0,Churn User
12913.0,282,5,2483.63,0,Churn User
12915.0,148,2,363.65,0,Churn User
12916.0,138,4,2944.95,0,Churn User
12917.0,127,1,594.0,0,Churn User
12919.0,116,6,1335.19,0,Churn User
12920.0,16,1,162.78,0,Churn User
12921.0,97,37,16587.09,0,Churn User
12922.0,160,1,405.38,0,Churn User
12923.0,63,1,172.82,0,Churn User
12924.0,87,4,933.7,0,Churn User
12925.0,74,2,694.05,0,Churn User
12928.0,147,5,2062.7000000000003,0,Churn User
12929.0,311,1,117.85,0,Churn User
12930.0,77,2,415.8,0,Churn User
12931.0,126,15,41518.96,0,Churn User
12933.0,170,3,607.53,0,Churn User
12935.0,109,7,2160.7,0,Churn User
12936.0,77,4,1063.9,0,Churn User
12937.0,70,4,1504.27,0,Churn User
12938.0,25,1,114.14,0,Churn User
12939.0,78,8,11581.8,0,Churn User
12940.0,87,2,899.69,0,Churn User
12942.0,130,3,675.6,0,Churn User
12944.0,354,2,604.51,0,Churn User
12945.0,287,1,462.95,0,Churn User
12947.0,143,6,1603.99,0,Churn User
12948.0,104,7,2064.95,0,Churn User
12949.0,113,8,4167.22,0,Churn User
12950.0,1,3,1843.0,0,Churn User
12951.0,173,6,1064.07,0,Churn User
12952.0,77,4,1387.79,0,Churn User
12953.0,9,1,329.85,0,Churn User
12955.0,92,11,4757.16,0,Churn User
12956.0,305,1,108.07,0,Churn User
12957.0,71,8,4017.54,0,Churn User
12962.0,112,2,266.39,0,Churn User
12963.0,84,8,1856.63,0,Churn User
12965.0,88,1,769.8100000000001,0,Churn User
12966.0,9,1,160.18,0,Churn User
12967.0,371,2,1660.9,0,Churn User
12968.0,111,1,135.95,0,Churn User
12970.0,6,4,405.47,0,Churn User
12971.0,91,86,11189.91,0,Churn User
12974.0,197,1,144.8,0,Churn User
12976.0,211,1,738.6,0,Churn User
12977.0,155,1,39.239999999999995,0,Churn User
12980.0,157,9,7374.900000000001,0,Churn User
12981.0,132,2,372.21999999999997,0,Churn User
12982.0,242,1,390.54,0,Churn User
12984.0,18,1,97.5,0,Churn User
12985.0,0,2,1239.38,0,Churn User
12987.0,73,2,558.7,0,Churn User
12988.0,291,1,505.82,0,Churn User
12989.0,87,15,6924.110000000001,0,Churn User
12990.0,184,3,409.5,0,Churn User
12991.0,111,2,503.76,0,Churn User
12993.0,120,4,414.76,0,Churn User
12994.0,119,3,974.4200000000001,0,Churn User
12995.0,84,1,211.32,0,Churn User
12997.0,88,4,1226.89,0,Churn User
12999.0,195,3,455.88,0,Churn User
13000.0,106,3,534.85,0,Churn User
13001.0,157,13,9785.970000000001,0,Churn User
13002.0,317,1,120.94999999999999,0,Churn User
13003.0,105,3,149.05,0,Churn User
13004.0,77,18,5655.91,0,Churn User
13005.0,173,2,513.7,0,Churn User
13006.0,55,1,81.57,0,Churn User
13008.0,322,1,229.46999999999997,0,Churn User
13011.0,371,1,50.550000000000004,0,Churn User
13012.0,77,8,1646.8400000000001,0,Churn User
13013.0,92,13,4810.9400000000005,0,Churn User
13014.0,74,10,3466.2799999999997,0,Churn User
13015.0,196,5,3339.64,0,Churn User
13016.0,72,3,789.89,0,Churn User
13017.0,6,1,204.0,0,Churn User
13018.0,92,28,7277.7,0,Churn User
13021.0,69,9,2616.38,0,Churn User
13023.0,129,2,689.9,0,Churn User
13026.0,92,5,975.36,0,Churn User
13027.0,113,6,6912.0,0,Churn User
13028.0,22,2,661.3199999999999,0,Churn User
13029.0,138,3,1247.5,0,Churn User
13030.0,367,2,752.4399999999999,0,Churn User
13032.0,86,2,1010.18,0,Churn User
13033.0,356,1,190.55,0,Churn User
13034.0,368,2,642.77,0,Churn User
13035.0,73,2,921.88,0,Churn User
13037.0,137,3,881.07,0,Churn User
13038.0,79,3,908.46,0,Churn User
13040.0,8,2,676.99,0,Churn User
13043.0,272,1,516.42,0,Churn User
13044.0,290,1,560.47,0,Churn User
13045.0,98,1,305.28000000000003,0,Churn User
13046.0,265,2,629.31,0,Churn User
13047.0,126,10,3237.54,0,Churn User
13048.0,113,4,1819.41,0,Churn User
13049.0,63,2,656.6800000000001,0,Churn User
13050.0,105,17,5836.86,0,Churn User
13052.0,211,1,348.15000000000003,0,Churn User
13055.0,77,3,1214.41,0,Churn User
13058.0,151,3,271.40000000000003,0,Churn User
13059.0,249,1,183.4,0,Churn User
13060.0,253,1,307.53,0,Churn User
13061.0,71,1,248.61,0,Churn User
13062.0,190,1,346.98,0,Churn User
13064.0,87,4,1105.59,0,Churn User
13065.0,372,1,205.86,0,Churn User
13066.0,31,2,470.8,0,Churn User
13067.0,81,1,115.46000000000001,0,Churn User
13068.0,9,2,344.0,0,Churn User
13069.0,99,24,4431.44,0,Churn User
13070.0,191,1,228.8,0,Churn User
13072.0,266,1,177.15,0,Churn User
13075.0,129,1,919.61,0,Churn User
13077.0,289,4,728.02,0,Churn User
13078.0,82,26,12627.94,0,Churn User
13079.0,90,5,220.10000000000002,0,Churn User
13080.0,178,1,58.08,0,Churn User
13081.0,143,11,28337.38,0,Churn User
13082.0,125,9,3613.63,0,Churn User
13083.0,75,2,303.75,0,Churn User
13085.0,157,2,416.08000000000004,0,Churn User
13089.0,70,97,58762.08,0,Churn User
13090.0,135,14,8910.82,0,Churn User
13091.0,27,1,345.82,0,Churn User
13092.0,70,5,477.83,0,Churn User
13093.0,275,8,7832.47,0,Churn User
13094.0,79,12,1927.3200000000002,0,Churn User
13095.0,70,1,74.39999999999999,0,Churn User
13097.0,76,10,6003.22,0,Churn User
13098.0,93,28,28882.44,0,Churn User
13099.0,98,1,207.35999999999999,0,Churn User
13101.0,233,1,101.19,0,Churn User
13102.0,80,24,6424.09,0,Churn User
13103.0,39,1,243.94,0,Churn User
13104.0,85,6,1098.48,0,Churn User
13106.0,132,1,76.5,0,Churn User
13107.0,85,4,1531.6200000000001,0,Churn User
13108.0,372,1,350.06,0,Churn User
13109.0,156,2,786.54,0,Churn User
13110.0,136,7,1488.67,0,Churn User
13113.0,122,24,12245.960000000001,0,Churn User
13115.0,183,4,2294.78,0,Churn User
13116.0,137,1,501.14,0,Churn User
13117.0,121,8,984.91,0,Churn User
13118.0,207,5,1197.81,0,Churn User
13120.0,238,1,30.599999999999998,0,Churn User
13121.0,268,1,283.73,0,Churn User
13122.0,93,2,922.39,0,Churn User
13124.0,89,3,3756.33,0,Churn User
13126.0,72,8,2099.64,0,Churn User
13127.0,77,1,259.17,0,Churn User
13130.0,93,1,64.0,0,Churn User
13131.0,70,3,1073.3,0,Churn User
13132.0,261,1,77.3,0,Churn User
13133.0,273,2,109.8,0,Churn User
13134.0,85,4,1793.58,0,Churn User
13135.0,196,1,3096.0,0,Churn User
13136.0,87,5,2607.61,0,Churn User
13137.0,92,8,3603.29,0,Churn User
13138.0,79,6,962.39,0,Churn User
13139.0,71,7,5064.94,0,Churn User
13140.0,107,3,422.47,0,Churn User
13141.0,84,5,2388.75,0,Churn User
13142.0,18,1,307.09,0,Churn User
13144.0,332,1,110.95,0,Churn User
13145.0,91,4,618.52,0,Churn User
13146.0,25,1,228.91,0,Churn User
13147.0,99,4,712.8000000000001,0,Churn User
13148.0,159,12,3683.26,0,Churn User
13149.0,105,4,1676.06,0,Churn User
13151.0,295,1,1257.8700000000001,0,Churn User
13153.0,5,1,486.22,0,Churn User
13155.0,79,4,971.76,0,Churn User
13157.0,140,4,1741.22,0,Churn User
13158.0,94,4,1201.06,0,Churn User
13159.0,105,4,1429.35,0,Churn User
13160.0,21,1,91.8,0,Churn User
13161.0,312,1,112.75,0,Churn User
13162.0,121,4,1688.29,0,Churn User
13165.0,350,2,1021.48,0,Churn User
13166.0,282,1,417.2,0,Churn User
13167.0,130,4,791.33,0,Churn User
13168.0,198,4,1299.59,0,Churn User
13169.0,251,2,712.88,0,Churn User
13170.0,26,1,108.81,0,Churn User
13171.0,298,3,468.41,0,Churn User
13173.0,366,2,353.65,0,Churn User
13174.0,368,3,2742.82,0,Churn User
13176.0,45,1,481.49,0,Churn User
13177.0,64,1,282.45,0,Churn User
13178.0,72,11,5725.47,0,Churn User
13182.0,44,1,121.18,0,Churn User
13183.0,86,9,3957.78,0,Churn User
13184.0,130,10,1668.95,0,Churn User
13185.0,267,1,71.4,0,Churn User
13186.0,93,3,1575.89,0,Churn User
13187.0,336,1,236.02,0,Churn User
13188.0,10,1,114.60000000000001,0,Churn User
13189.0,114,2,260.68,0,Churn User
13192.0,94,2,911.94,0,Churn User
13193.0,60,1,112.08,0,Churn User
13194.0,135,1,60.7,0,Churn User
13196.0,84,4,1797.78,0,Churn User
13198.0,120,6,3401.2400000000002,0,Churn User
13199.0,91,38,9817.12,0,Churn User
13200.0,73,4,870.09,0,Churn User
13203.0,120,4,869.46,0,Churn User
13207.0,150,2,250.26000000000002,0,Churn User
13208.0,154,6,1217.65,0,Churn User
13209.0,128,8,5891.61,0,Churn User
13210.0,93,1,353.48,0,Churn User
13211.0,94,3,1095.42,0,Churn User
13212.0,19,3,786.83,0,Churn User
13213.0,127,5,1520.58,0,Churn User
13216.0,267,1,333.74,0,Churn User
13217.0,121,3,533.98,0,Churn User
13218.0,126,1,62.63999999999999,0,Churn User
13220.0,77,4,819.2900000000001,0,Churn User
13221.0,239,2,847.41,0,Churn User
13223.0,199,2,163.20000000000002,0,Churn User
13224.0,150,2,2155.95,0,Churn User
13225.0,142,7,6463.84,0,Churn User
13226.0,272,1,108.21000000000001,0,Churn User
